site_id,delta,vote ,vote_new,site_name_x,year_x,ADDRESS_x,CITY_x,COUNTY_x,STATE_x,ZIP_CODE_x,REGION_x,NPL_STATUS_x,LATITUDE_x,LONGITUDE_x,SITE_SCORE_x,FEDERAL_x,grant_new,f_unemployment,f_owner,f_pop65,income_x,npv_x,lognpv,federal_status_x,president,party,EPA Region,site_type,negotiation_new,work ,PARTY_NUMBER,GENERAL_NOTICE_NUMBER,SPECIAL_NOTICE,negotiation,navy,army,manufacturing,airforce,defense,energy,black,hispanic,male_unemp,female_unemp,higherthan,graduate,grad_new,urban,pop,income_y,unemployment,education,education_new,black_c,hispanic_c,income_c,urban_c
NESFN0703481,557,58.2,0.582,OMAHA LEAD,2000,INTERSECTION I480 & ABBOTT DRIVE,OMAHA,DOUGLAS,NE,681021895,7,Currently on the,41.27,-95.93,50,G,1,0.03,0.63,0.31,38725,165300000,18.92,0,bush_son1,0,7,Manufacturing/Processing/Maintenance,0,EPA lead ,5,0,0,0,0,0,1,0,0,0,22,60,58,41,3197,116,0.02,0,5747,38725,0.02,0.58,5.8,0,0.01,10.56,0
NH7570024847,471,58.1,0.581,PEASE AIR FORCE BASE,1990,509 CSG/CC,PORTSMOUTH/NE,ROCKINGHAM,NH,3803,1,Currently on the,43.08,-70.82,39.42,F,0,0.05,0.33,0.12,37607.5,1192551,13.99,1,bush_father,0,1,US Air Force,1,PRP lead ,1,0,1,0,0,0,0,1,0,0,578,328,102,111,4753,380,0.04,6727,10014,37607.5,0.02,0.51,5.1,0.06,0.03,10.53,0.67
NHD001079649,144,58.1,0.581,FLETCHER'S PAINT WORKS & STORAGE,1980,21 ELM ST.,MILFORD,HILLSBOROUGH,NH,3055,1,Currently on the,42.84,-71.66,35.39,G,0,0.09,0.77,0.29,46515,14731975,16.51,0,bush_father,0,1,Multiple,0,PRP lead ,9,5,1,0,0,0,0,0,0,0,126,68,161,170,7317,2619,0.12,0,21154,20326,0.02,0.47,4.7,0.01,0,9.92,0
NHD018958140,46,58.1,0.581,BEEDE WASTE OIL,1990,7 THROUGH 11 KELLEY ROAD,PLAISTOW,ROCKINGHAM,NH,3865,1,Currently on the,42.86,-71.11,70.71,G,0,0.05,0.93,0.49,58118,33123462,17.32,0,clinton1,0,1,Recycling,0,PRP lead ,1284,3,0,0,0,0,0,0,0,0,65,146,302,297,8288,642,0.04,3804,16380,43781.33,0.04,0.55,5.5,0,0.01,10.69,0.23
NHD980520191,426,58.1,0.581,DOVER MUNICIPAL LANDFILL,1980,TOLEND RD,DOVER,STRAFFORD,NH,3820,1,Currently on the,43.21,-70.95,36.98,G,0,0.07,1.05,0,18006.25,19400000,16.78,0,reagan1,0,1,Waste Management,0,PRP lead ,52,77,31,0,0,0,0,0,0,0,50,78,194,83,4437,1643,0.12,6902,14109,18006.25,0.02,0.43,4.3,0,0.01,9.8,0.49
NHD980520225,426,58.1,0.581,SOMERSWORTH SANITARY LANDFILL,1980,BLACKWATER RD,SOMERSWORTH,STRAFFORD,NH,3878,1,Currently on the,43.25,-70.88,65.56,G,0,0.02,0.22,0,15982,14984800,16.52,0,reagan1,0,1,Waste Management,0,PRP lead ,76,32,7,0,0,0,0,0,0,0,28,80,112,112,2955,606,0.06,10350,10350,15982,0.02,0.34,3.4,0,0.01,9.68,1
NHD980524086,426,58.1,0.581,AUBURN ROAD LANDFILL,1980,AUBURN RD,LONDONDERRY,ROCKINGHAM,NH,3053,1,Currently on the,42.93,-71.35,36.3,G,0,0.07,0.28,0,21577,11000000,16.21,0,reagan1,0,1,Waste Management,0,PRP lead ,73,49,0,0,0,0,0,0,0,0,62,82,172,137,4453,1533,0.11,285,13549,21577,0.02,0.44,4.4,0,0.01,9.98,0.02
NHD064424153,580,58.1,0.581,COAKLEY LANDFILL,1980,480 BREAKFAST HILL RD,NORTH HAMPTON,ROCKINGHAM,NH,3840,1,Currently on the,43,-70.82,29.16,G,0,0.09,0.92,0.41,45242.33,98000,11.49,0,reagan2,0,1,Waste Management,0,PRP lead ,116,62,16,0,0,0,0,0,0,0,43,35,134,119,3883,1873,0.17,294,10743,20078.67,0.02,0.54,5.4,0,0,9.91,0.03
NHD980671002,47,58.1,0.581,SAVAGE MUNICIPAL WATER SUPPLY,1980,NEAR RT 101,MILFORD,HILLSBOROUGH,NH,3055,1,Currently on the,42.84,-71.69,37.52,G,0,0.04,0.23,0,17299.5,15500000,16.56,0,reagan2,0,1,Other,0,EPA lead ,39,14,7,0,0,0,0,0,0,0,112,56,136,148,6240,1638,0.09,0,17370,17299.5,0.02,0.45,4.5,0.01,0,9.76,0
NHD989090469,580,58.1,0.581,TIBBETTS ROAD,1980,TIBBETTS RD.,BARRINGTON,STRAFFORD,NH,3825,1,Currently on the,43.18,-71.03,41.09,G,0,0.03,0.31,0.08,35542,3775660,15.14,0,reagan2,0,1,Waste Management,0,PRP lead ,2,1,0,0,0,0,0,0,0,0,25,14,93,23,1461,562,0.13,0,4404,18052,0.03,0.46,4.6,0.01,0,9.8,0
NHN000103313,311,58.1,0.581,CHLOR-ALKALI FACILITY (FORMER),2000,ADJACENT TO SAW MILL DAM,BERLIN,COOS,NH,3570,1,Currently on the,44.48,-71.17,30.54,G,0,0.1,1.33,0.83,52338.75,13739407,16.44,0,bush_son2,1,1,Manufacturing/Processing/Maintenance,1,EPA lead ,4,0,0,0,0,0,1,0,0,0,263,138,162,172,7816,1301,0.09,10530,14198,52338.75,0.02,0.64,6.4,0.02,0.01,10.87,0.74
NJ0001120799,474,54.5,0.545,UNITED STATES AVENUE BURN,1990,UNITED STATES AVENUE,GIBBSBORO,CAMDEN,NJ,8026,2,Currently on the,39.83,-74.96,50,G,0,0.03,0.65,0.28,37617,13774000,16.44,0,clinton2,1,2,Waste Management,1,PRP lead ,2,0,0,0,0,0,0,0,0,0,3520,828,458,322,17710,2765,0.08,36577,36577,43592.67,0.02,0.56,5.6,0.1,0.02,10.68,1
NJ0570024018,382,54.5,0.545,MCGUIRE AIR FORCE BASE #1,1990,WRIGHTSTOWN-COOKSTOWN ROAD,WRIGHTSTOWN,BURLINGTON,NJ,8641,2,Currently on the,40.02,-74.59,47.2,F,0,0.04,0.7,0.6,37116,13739407,16.44,1,clinton2,1,2,US Air Force,1,PRP lead ,,,,0,0,0,0,1,0,0,2912,991,13,10,2645,129,0.01,0,9300,27479,0,0.3,3,0.31,0.11,10.22,0
NJD014623854,474,54.5,0.545,"MARTIN AARON, INC.",1990,1542 SOUTH BROADWAY,CAMDEN,CAMDEN,NJ,8104,2,Currently on the,39.93,-75.12,50,G,0,0.08,1.54,0.81,45577.2,6580000,15.7,0,clinton2,1,2,Recycling,0,PRP lead ,42,0,0,0,0,0,0,0,0,0,44368,11187,2146,1352,14936,511,0.01,58557,58557,18036.44,0.06,0.26,2.6,0.76,0.19,9.8,1
NJD014743678,382,54.5,0.545,LIGHTMAN DRUM COMPANY,1990,ROUTE 73,WINSLOW TOWNS,CAMDEN,NJ,8009,2,Currently on the,39.73,-74.91,42.03,G,0,0.04,0.6,0.2,42636,97000,11.48,0,clinton2,1,2,Recycling,0,PRP lead ,31,0,0,0,0,0,0,0,0,0,7366,838,502,346,13170,954,0.03,22224,30043,37528,0.03,0.47,4.7,0.25,0.03,10.53,0.74
NJD079303020,628,54.5,0.545,LCP CHEMICALS INC.,1990,FOOT OF SOUTH WOOD AVENUE,LINDEN,UNION,NJ,7036,2,Currently on the,40.61,-74.21,50,G,0,0.06,0.36,0.21,32287,42084000,17.56,0,clinton2,1,2,Manufacturing/Processing/Maintenance,1,PRP lead ,8,0,0,0,0,0,1,0,0,0,358,955,165,142,3965,183,0.02,8837,8837,35213,0.03,0.47,4.7,0.04,0.11,10.47,1
NJD981084767,484,54.5,0.545,PUCHACK WELL FIELD,1990,WEST OF US 130; SOUTH OF STATE HW,PENNSAUKEN TO,CAMDEN,NJ,8110,2,Currently on the,39.98,-75.05,50,G,0,0.02,0.67,0.35,34972,17581289,16.68,0,clinton2,1,2,Other,0,PRP lead ,4,0,0,0,0,0,0,0,0,0,2278,886,283,224,10259,525,0.02,21797,21797,30715.63,0.02,0.49,4.9,0.1,0.04,10.33,1
NJ0170022172,661,54.5,0.545,NAVAL WEAPONS STATION EARLE (SITE A),1990,TYLER LANE & TEXAS RD,COLTS NECK,MONMOUTH,NJ,7722,2,Currently on the,40.26,-74.16,29.65,F,0,0.05,0.63,0.31,45710.67,13739407,16.44,1,bush_father,0,2,US Navy,1,PRP lead ,,,,0,1,0,0,0,0,0,477,347,78,150,5318,816,0.07,3224,11190,45710.67,0.02,0.55,5.5,0.04,0.03,10.73,0.29
NJ3210020704,471,54.5,0.545,PICATINNY ARSENAL (USARMY),1990,OFF RTE 15 DOVER NJ,ROCKAWAY TOWN,MORRIS,NJ,7801,2,Currently on the,40.92,-74.58,42.92,F,0,0.14,1.96,0.65,49494.29,480000,13.08,1,bush_father,0,2,US Army,1,PRP lead ,,,,0,0,1,0,0,0,0,402,1059,202,183,11495,1104,0.05,17049,22100,48957.5,0.02,0.57,5.7,0.02,0.05,10.8,0.77
NJ9690510020,661,54.5,0.545,FEDERAL AVIATION ADMINISTRATION TECHNICAL C,1990,ROUTES 563 & 575,ATLANTIC COUN,ATLANTIC,NJ,8405,2,Currently on the,39.46,-74.58,39.65,F,0,0.13,1.71,0.58,39744.83,270000,12.51,1,bush_father,0,2,Federal Aviation Administration,1,PRP lead ,,,,0,0,0,0,0,0,0,2523,843,206,172,7888,333,0.02,4946,16643,38748,0.02,0.49,4.9,0.15,0.05,10.56,0.3
NJD053102232,661,54.5,0.545,HIGGINS DISPOSAL,1990,121 LAUREL AVE,KINGSTON,SOMERSET,NJ,8526,2,Currently on the,40.39,-74.62,30.87,G,0,0.13,1.96,0.68,57954.43,3300000,15.01,0,bush_father,0,2,Waste Management,0,PRP lead ,9,0,5,0,0,0,0,0,0,0,2296,1225,337,314,16000,7631,0.21,12681,36387,59305.83,0.02,0.65,6.5,0.06,0.03,10.99,0.35
NJD981179047,144,54.5,0.545,POHATCONG VALLEY GROUND WATER CONTAMINATION,1980,ROUTE 643 TO ROUTE 31,WARREN COUNTY,WARREN,NJ,7882,2,Currently on the,40.75,-75,28.9,G,0,0.04,0.52,0.23,44543.5,12700000,16.36,0,bush_father,0,2,Other,0,PRP lead ,3,0,0,0,0,0,0,0,0,0,127,203,137,106,3431,817,0.08,0,10672,20222,0.02,0.4,4,0.01,0.02,9.91,0
NJD981490261,144,54.5,0.545,HIGGINS FARM,1980,ROUTE 518,FRANKLIN TOWN,SOMERSET,NJ,8540,2,Currently on the,40.41,-74.6,30.47,G,0,0.06,0.87,0.24,51383.33,1716000,14.36,0,bush_father,0,2,Waste Management,0,PRP lead ,18,1,28,0,0,0,0,0,0,0,376,124,140,34,2474,1550,0.18,0,8404,24805,0.02,0.48,4.8,0.04,0.01,10.12,0
NJN000204492,635,54.5,0.545,CROWN VANTAGE LANDFILL,1990,ADJ. TO DELAWARE RIVER 1/2 MI. SO,ALEXANDRIA TO,HUNTERDON,NJ,8848,2,Currently on the,40.55,-75.08,41,G,1,0.07,1.2,0.49,44434.25,219000,12.3,0,bush_father,0,2,Waste Management,0,PRP lead ,3,0,0,0,0,0,0,0,0,0,80,153,154,97,7648,848,0.06,0,15333,44434.25,0.02,0.55,5.5,0.01,0.01,10.7,0
NJ1891837980,47,54.5,0.545,"W.R. GRACE & CO., INC./WAYNE INTERIM STORAG",1980,868 BLACK OAK RIDGE ROAD,WAYNE TOWNSHI,PASSAIC,NJ,7470,2,Deleted from the,40.97,-74.27,41,F,0,0.05,0.26,0,14956.25,34028,10.43,1,reagan2,0,2,Department of Energy,1,EPA lead ,2,0,0,0,0,0,0,0,0,1,16,249,201,243,6267,2004,0.11,18086,18086,24912.5,0.02,0.46,4.6,0,0.01,10.12,1
NJ7170023744,474,54.5,0.545,NAVAL AIR ENGINEERING CENTER,1980,MAIN GATE ROUTE#547,LAKEHURST,OCEAN,NJ,8733,2,Currently on the,40.03,-74.37,50.53,F,0,0.07,1.03,1.03,27987,4376600,15.29,1,reagan2,0,2,US Navy,1,PRP lead ,,,,0,1,0,0,0,0,0,533,284,167,132,5887,923,0.06,0,15821,15028.67,0.02,0.43,4.3,0.03,0.02,9.62,0
NJD002362705,47,54.5,0.545,NASCOLITE CORP.,1980,DORIS AVE,MILLVILLE,CUMBERLAND,NJ,8332,2,Currently on the,39.42,-75.03,51.13,G,0,0.14,0.68,0,16500,2111000,14.56,0,reagan2,0,2,Manufacturing/Processing/Maintenance,0,PRP lead ,23,1,1,0,0,0,1,0,0,0,791,474,278,220,3839,818,0.06,13022,13022,16500,0.04,0.36,3.6,0.06,0.04,9.71,1
NJD002365930,47,54.5,0.545,SHIELDALLOY CORP.,1980,WEST BLVD,NEWFIELD BORO,GLOUCESTER,NJ,8344,2,Currently on the,39.54,-75.02,58.75,G,0,0.1,0.81,0,17487.67,9125000,16.03,0,reagan2,0,2,Manufacturing/Processing/Maintenance,1,PRP lead ,3,0,0,0,0,0,1,0,0,0,2040,1121,530,361,6184,1007,0.04,15094,22880,17487.67,0.04,0.31,3.1,0.09,0.05,9.77,0.66
NJD011717584,474,54.5,0.545,"CURCIO SCRAP METAL, INC.",1980,416 LANZA AVE,SADDLE BROOK,BERGEN,NJ,7662,2,Currently on the,40.89,-74.1,34.37,G,0,0.48,2.93,2.48,35817.79,1,0,0,reagan2,0,2,Recycling,1,EPA lead ,6,4,4,0,0,0,0,0,0,0,794,2131,1670,1482,25656,5796,0.07,87571,87571,18727.88,0.04,0.36,3.6,0.01,0.02,9.84,1
NJD047321443,47,54.5,0.545,"CHEMICAL LEAMAN TANK LINES, INC.",1980,CEDAR SWAMP & COOPER RDS,BRIDGEPORT,GLOUCESTER,NJ,8014,2,Currently on the,39.8,-75.33,47.53,G,0,0.06,0.57,0,22776,7232391,15.79,0,reagan2,0,2,Other,0,PRP lead ,2,1,2,0,0,0,0,0,0,0,732,44,82,94,2040,596,0.1,0,6156,22776,0.03,0.43,4.3,0.12,0.01,10.03,0
NJD980528996,47,54.5,0.545,DIAMOND ALKALI CO.,1980,80 LISTER AVE,NEWARK,ESSEX,NJ,7105,2,Currently on the,40.74,-74.14,35.4,G,1,0.35,1.08,0.06,14050.83,46600000,17.66,0,reagan2,0,2,Manufacturing/Processing/Maintenance,1,PRP lead ,90,3,0,1,0,0,1,0,0,0,105,4525,567,622,6856,1097,0.04,28732,28732,18576.25,0.04,0.28,2.8,0,0.16,9.83,1
NJD980529879,47,54.5,0.545,VENTRON/VELSICOL,1980,ETHYL BOULEVARD,WOOD RIDGE BO,BERGEN,NJ,7075,2,Currently on the,40.84,-74.08,51.38,G,0,0.52,2.69,0.02,20953.88,14060000,16.46,0,reagan2,0,2,Manufacturing/Processing/Maintenance,1,PRP lead ,109,0,0,0,0,0,1,0,0,0,759,2791,2087,1872,45115,10633,0.08,131426,131426,21324.14,0.03,0.42,4.2,0.01,0.02,9.97,1
NJD980761365,47,54.5,0.545,EWAN PROPERTY,1980,WALLINGFORD WAY,SHAMONG TOWNS,BURLINGTON,NJ,8088,2,Currently on the,39.8,-74.72,50.19,G,0,0.1,1.09,0,23031,21400000,16.88,0,reagan2,0,2,Waste Management,0,PRP lead ,63,59,1,0,0,0,0,0,0,0,408,152,296,236,6950,2400,0.11,1538,21546,23031,0.02,0.43,4.3,0.02,0.01,10.04,0.07
NJD980761399,143,54.5,0.545,UPPER DEERFIELD TOWNSHIP SANITARY LANDFILL,1980,HUSTED STATION RD,UPPER DEERFIE,CUMBERLAND,NJ,8302,2,Deleted from the,39.49,-75.18,41,G,0,0.08,0.48,0,17126.5,1,0,0,reagan2,0,2,Waste Management,1,EPA lead ,1,1,0,0,0,0,0,0,0,0,1077,223,169,212,2730,568,0.06,0,9333,17126.5,0.04,0.35,3.5,0.12,0.02,9.75,0
NJD980785638,580,54.5,0.545,CINNAMINSON TOWNSHIP (BLOCK 702) GROUND WAT,1980,1017 UNION LANDING ROAD,CINNAMINSON T,BURLINGTON,NJ,8077,2,Currently on the,40.02,-74.99,37.93,G,0,0.16,1.55,0.92,44230,1,0,0,reagan2,0,2,Other,0,PRP lead ,20,0,0,0,0,0,0,0,0,0,80,5,9,44,1048,505,0.16,3068,3068,22182,0.02,0.51,5.1,0.03,0,10.01,1
NJD000606442,667,54.5,0.545,QUANTA RESOURCES,2000,ONE RIVER RD,EDGEWATER,BERGEN,NJ,7020,2,Currently on the,40.8,-73.99,50,G,0,0.03,0.66,0.28,38024.5,78000000,18.17,0,bush_son1,1,2,Multiple,1,PRP lead ,98,7,4,0,0,0,0,0,0,0,1129,71,32,65,3141,152,0.02,0,6146,38024.5,0.02,0.54,5.4,0.18,0.01,10.55,0
NJD980505192,405,54.5,0.545,ROLLING KNOLLS LF,2000,35 BRITTIN RD,GREEN VILLAGE,MORRIS,NJ,7935,2,Currently on the,40.73,-74.45,58.31,G,0,0.1,0.74,0.43,32804,13739407,16.44,0,bush_son1,1,2,Waste Management,1,PRP lead ,5,0,0,0,0,0,0,0,0,0,330,27,57,134,1892,109,0.03,0,3774,32804,0.05,0.53,5.3,0.09,0.01,10.4,0
NJD981558430,667,54.5,0.545,ATLANTIC RESOURCES,2000,120 HORSESHOE ROAD,SAYREVILLE,MIDDLESEX,NJ,8872,2,Currently on the,40.49,-74.32,50,G,0,0.06,0.36,0.21,32287,13739407,16.44,0,bush_son1,1,2,Recycling,0,PRP lead ,23,0,0,0,0,0,0,0,0,0,212,4,24,80,843,13,0.01,0,1741,32287,0.06,0.49,4.9,0.12,0,10.38,0
NJSFN0204260,557,54.5,0.545,WOODBROOK ROAD DUMP,2000,FOOT OF WOODBROOK ROAD (SOUTH END,SOUTH PLAINFI,MIDDLESEX,NJ,8820,2,Currently on the,40.56,-74.4,50,G,1,0.09,0.76,0.44,33321,24354000,17.01,0,bush_son1,1,2,Waste Management,1,PRP lead ,2,0,0,0,0,0,0,0,0,0,118,23,33,54,1049,96,0.05,0,2033,33321,0.04,0.56,5.6,0.06,0.01,10.41,0
NJD000607481,426,54.5,0.545,CHEMICAL CONTROL,1980,23 SOUTH FRONT ST,ELIZABETH,UNION,NJ,7202,2,Currently on the,40.64,-74.19,47.13,G,0,0.53,1.5,0.15,13994.67,7425000,15.82,0,reagan1,0,2,Waste Management,0,PRP lead ,80,80,0,0,0,0,0,0,0,0,6300,10917,982,856,11690,1929,0.04,46367,46367,14812.36,0.04,0.29,2.9,0.14,0.24,9.6,1
NJD001502517,426,54.5,0.545,CIBA-GEIGY CORP.,1980,RTE #37,TOMS RIVER,OCEAN,NJ,8753,2,Currently on the,39.99,-74.24,50.33,G,0,0.08,0.67,0,16800.33,1500000,14.22,0,reagan1,0,2,Manufacturing/Processing/Maintenance,0,PRP lead ,3,0,0,0,0,0,1,0,0,0,667,383,326,218,8146,1998,0.09,12757,21733,16800.33,0.03,0.47,4.7,0.03,0.02,9.73,0.59
NJD002005106,426,54.5,0.545,UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),1980,E/S ROUTE 17,EAST RUTHERFO,BERGEN,NJ,7073,2,Currently on the,40.83,-74.09,54.63,G,0,0.47,2.47,0.02,20183.36,639258,13.37,0,reagan1,0,2,Manufacturing/Processing/Maintenance,1,PRP lead ,2,0,0,0,0,0,1,0,0,0,1556,2695,2073,1832,39856,9081,0.08,116932,116932,20073.17,0.03,0.42,4.2,0.01,0.02,9.91,1
NJD002141190,426,54.5,0.545,CPS/MADISON INDUSTRIES,1980,WATERWORKS ROAD,OLD BRIDGE TO,MIDDLESEX,NJ,8857,2,Currently on the,40.43,-74.33,69.73,G,0,0.1,1.06,0,17016,13739407,16.44,0,reagan1,0,2,Manufacturing/Processing/Maintenance,1,PRP lead ,4,0,0,0,0,0,1,0,0,0,48,596,340,344,8800,2224,0.08,28660,28660,23024,0.02,0.38,3.8,0,0.02,10.04,1
NJD002173276,426,54.5,0.545,AMERICAN CYANAMID CO,1980,EASTON TURNPIKE,BOUND BROOK,SOMERSET,NJ,8805,2,Currently on the,40.56,-74.56,50.28,G,0,0.12,1.15,0,18854.33,204198282,19.13,0,reagan1,0,2,Manufacturing/Processing/Maintenance,1,PRP lead ,3,0,0,1,0,0,1,0,0,0,353,1015,409,287,10527,2305,0.07,31961,31961,21694.14,0.02,0.4,4,0.01,0.03,9.98,1
NJD002349058,426,54.5,0.545,"HERCULES, INC. (GIBBSTOWN PLANT)",1980,NORTH MARKET ST,GIBBSTOWN,GLOUCESTER,NJ,8027,2,Currently on the,39.84,-75.28,40.36,G,0,0.03,0.27,0,13540.5,1956000,14.49,0,reagan1,0,2,Waste Management,1,PRP lead ,2,0,0,0,0,0,0,0,0,0,186,21,77,84,1896,195,0.04,4685,5357,22081,0.03,0.39,3.9,0.03,0,10,0.87
NJD030253355,426,54.5,0.545,A. O. POLYMER,1980,F4 STATION ROAD,SPARTA TOWNSH,SUSSEX,NJ,7871,2,Currently on the,41.05,-74.63,28.91,G,0,0.02,0,0,27132,9051000,16.02,0,reagan1,0,2,Manufacturing/Processing/Maintenance,0,PRP lead ,5,0,0,0,0,0,1,0,0,0,23,202,169,154,5118,2835,0.18,0,16070,27132,0.02,0.49,4.9,0,0.01,10.21,0
NJD041743220,426,54.5,0.545,SWOPE OIL & CHEMICAL CO.,1980,8281 NATIONAL HWY,PENNSAUKEN TO,CAMDEN,NJ,8110,2,Currently on the,39.99,-75.03,35.68,G,0,0.04,0.27,0,6715.5,1200000,14,0,reagan1,0,2,Recycling,0,PRP lead ,144,220,0,0,0,0,0,0,0,0,640,49,68,32,645,31,0.01,2700,2700,7646.5,0.04,0.25,2.5,0.24,0.02,8.94,1
NJD048798953,426,54.5,0.545,CALDWELL TRUCKING CO.,1980,222 PASSAIC AVENUE,FAIRFIELD,ESSEX,NJ,7004,2,Currently on the,40.88,-74.27,58.3,G,0,0.1,1.02,0,27081.5,11540000,16.26,0,reagan1,0,2,Waste Management,0,EPA lead ,120,32,0,0,0,0,0,0,0,0,566,689,551,507,13027,6992,0.17,41788,41788,27081.5,0.03,0.48,4.8,0.01,0.02,10.21,1
NJD049860836,426,54.5,0.545,KIN-BUC LANDFILL,1980,MEADOW ROAD,EDISON TOWNSH,MIDDLESEX,NJ,8817,2,Currently on the,40.49,-74.38,50.64,G,0,0.05,0.35,0,11545.4,16635000,16.63,0,reagan1,0,2,Waste Management,0,EPA lead ,521,406,0,0,0,0,0,0,0,0,1435,420,149,220,3674,1283,0.08,15270,15270,21363.5,0.02,0.32,3.2,0.09,0.03,9.97,1
NJD053292652,426,54.5,0.545,BRIDGEPORT RENTAL & OIL SERVICES,1980,CEDAR SWAMP RD,BRIDGEPORT,GLOUCESTER,NJ,8014,2,Currently on the,39.8,-75.32,60.73,G,0,0.06,0.57,0,22776,6240000,15.65,0,reagan1,0,2,Recycling,0,PRP lead ,60,57,0,0,0,0,0,0,0,0,732,44,82,94,2040,596,0.1,0,6156,22776,0.03,0.43,4.3,0.12,0.01,10.03,0
NJD061843249,426,54.5,0.545,NL INDUSTRIES,1980,PENNS GROVE-PEDRICKTOWN ROAD,PEDRICKTOWN (,SALEM,NJ,8067,2,Currently on the,39.76,-75.42,52.96,G,0,0.04,0.24,0,19618,11933000,16.29,0,reagan1,0,2,Recycling,0,PRP lead ,130,59,0,0,0,0,0,0,0,0,303,41,41,36,590,53,0.03,0,1847,19618,0.04,0.35,3.5,0.16,0.02,9.88,0
NJD073732257,426,54.5,0.545,ROEBLING STEEL CO.,1980,2ND STREET,FLORENCE,BURLINGTON,NJ,8554,2,Currently on the,40.12,-74.77,41.02,G,0,0.02,0,0,8490.8,38800442,17.47,0,reagan1,0,2,Manufacturing/Processing/Maintenance,1,EPA lead ,4,1,0,0,0,0,1,0,0,0,8,29,26,12,898,144,0.06,0,2523,22454,0.02,0.41,4.1,0,0.01,10.02,0
NJD097400998,426,54.5,0.545,JIS LANDFILL,1980,901-999 CRANBURY SOUTH RIVER ROAD,SOUTH BRUNSWI,MIDDLESEX,NJ,8831,2,Currently on the,40.37,-74.47,45.14,G,0,0.05,0.47,0,15686,4560000,15.33,0,reagan1,0,2,Waste Management,0,PRP lead ,25,0,0,0,0,0,0,0,0,0,764,252,158,103,3060,1315,0.12,4114,10552,21029,0.02,0.41,4.1,0.07,0.02,9.95,0.39
NJD980505176,426,54.5,0.545,BRICK TOWNSHIP LANDFILL,1980,SALLY IKE ROAD,BRICK TOWNSHI,OCEAN,NJ,8723,2,Currently on the,40.11,-74.13,58.13,G,0,0.13,1.33,0,20133.2,19700000,16.8,0,reagan1,0,2,Waste Management,0,PRP lead ,1,0,0,0,0,0,0,0,0,0,147,393,430,267,8493,2418,0.1,17876,23956,20133.2,0.03,0.46,4.6,0.01,0.02,9.91,0.75
NJD980505341,426,54.5,0.545,KING OF PRUSSIA,1980,PINEY HOLLOW ROAD,WINSLOW TOWNS,CAMDEN,NJ,8095,2,Currently on the,39.63,-74.89,47.19,G,0,0.03,0.28,0,12689,6431000,15.68,0,reagan1,0,2,Waste Management,0,PRP lead ,7,5,0,0,0,0,0,0,0,0,2824,299,186,200,3367,918,0.08,545,11132,20378,0.03,0.38,3.8,0.25,0.03,9.92,0.05
NJD980505424,426,54.5,0.545,LONE PINE LANDFILL,1980,BURKE ROAD,FREEHOLD TOWN,MONMOUTH,NJ,7728,2,Currently on the,40.2,-74.33,66.33,G,0,0.03,0.31,0,21644,37400000,17.44,0,reagan1,0,2,Waste Management,0,PRP lead ,529,869,0,0,0,0,0,0,0,0,55,59,51,23,912,373,0.13,0,2900,21644,0.03,0.44,4.4,0.02,0.02,9.98,0
NJD980529192,426,54.5,0.545,GEMS LANDFILL,1980,ERIAL & HICKSTOWN ROADS,GLOUCESTER TO,CAMDEN,NJ,8012,2,Currently on the,39.78,-75.02,68.53,G,0,0.04,0.49,0,13603,2290300,14.64,0,reagan1,0,2,Waste Management,0,PRP lead ,402,91,0,0,0,0,0,0,0,0,936,165,189,87,2147,451,0.03,13978,15556,17904.5,0.02,0.17,1.7,0.06,0.01,9.79,0.9
NJD980529416,426,54.5,0.545,D'IMPERIO PROPERTY,1980,RTE 322,HAMILTON TOWN,ATLANTIC,NJ,8330,2,Currently on the,39.45,-74.66,55.79,G,0,0.03,0.24,0,18808,5421000,15.51,0,reagan1,0,2,Waste Management,0,PRP lead ,33,11,0,0,0,0,0,0,0,0,375,125,95,80,1637,535,0.11,0,5055,18808,0.03,0.43,4.3,0.07,0.02,9.84,0
NJD980529713,426,54.5,0.545,REICH FARMS,1980,LAKEWOOD RD,PLEASANT PLAI,OCEAN,NJ,8753,2,Currently on the,40.01,-74.21,53.48,G,0,0.07,0.24,0,21382.33,1916000,14.47,0,reagan1,0,2,Waste Management,0,PRP lead ,8,6,0,0,0,0,0,0,0,0,63,157,123,71,2661,753,0.09,3086,8122,21382.33,0.02,0.42,4.2,0.01,0.02,9.97,0.38
NJD980529739,426,54.5,0.545,RINGWOOD MINES/LANDFILL,1980,PETERS MINE ROAD,RINGWOOD BORO,PASSAIC,NJ,7456,2,Currently on the,41.14,-74.27,52.58,G,1,0.03,0.27,0,27453,32605900,17.3,0,reagan1,0,2,Waste Management,1,PRP lead ,3,2,0,0,0,0,0,0,0,0,252,231,198,143,3777,1860,0.15,12625,12625,27453,0.03,0.45,4.5,0.02,0.02,10.22,1
