site_id,SITE_NAME,ADDRESS,CITY,COUNTY,STATE,ZIP_CODE,REGION,NPL_STATUS,LATITUDE,LONGITUDE,SITE_SCORE,FEDERAL,final_date,completion_date,deletion_date,NPL_STAT
NJ0001360882,ICELAND COIN LAUNDRY AREA GW PLUME,1888 SOUTH DELSEA DRIVE,VINELAND,CUMBERLAND,NJ,8360,2,Currently on the,39.45725,-75.04725,30.3,G,10/22/1999,9/27/2007,,completed
NJ0001900281,FEDERAL CREOSOTE,VALERIE DRIVE & LOUISE DRIVE,MANVILLE,SOMERSET,NJ,8835,2,Currently on the,40.54444,-74.58416,,G,1/10/1999,3/31/2008,6/18/2014,completed
NJ0170022172,NAVAL WEAPONS STATION EARLE (SITE A),TYLER LANE & TEXAS RD,COLTS NECK,MONMOUTH,NJ,7722,2,Currently on the,40.26458,-74.16291,29.65,F,8/30/1990,10/10/2050,,
NJ0570024018,MCGUIRE AIR FORCE BASE #1,WRIGHTSTOWN-COOKSTOWN ROAD,WRIGHTSTOWN,BURLINGTON,NJ,8641,2,Currently on the,40.01805,-74.59361,47.2,F,10/22/1999,10/10/2050,,
NJ0890090012,MIDDLESEX SAMPLING PLANT (USDOE),239 MOUNTAIN AVENUE,MIDDLESEX,MIDDLESEX,NJ,8846,2,Currently on the,40.5698,-74.49319,50,F,1/19/1999,10/10/2050,,
NJ1891837980,"W.R. GRACE & CO., INC./WAYNE INTERIM STORAG",868 BLACK OAK RIDGE ROAD,WAYNE TOWNSHI,PASSAIC,NJ,7470,2,Deleted from the,40.96901,-74.27032,,F,9/21/1984,9/16/2003,9/30/2012,completed
NJ2210020275,FORT DIX (LANDFILL SITE),JULIUSTOWN-BROWNS MILLS RD,PEMBERTON TOW,BURLINGTON,NJ,8562,2,Deleted from the,39.9801,-74.6244,,F,7/22/1987,9/10/1999,9/24/2012,completed
NJ3210020704,PICATINNY ARSENAL (USARMY),OFF RTE 15 DOVER NJ,ROCKAWAY TOWN,MORRIS,NJ,7801,2,Currently on the,40.91666,-74.58333,42.92,F,2/21/1990,10/10/2050,,
NJ7170023744,NAVAL AIR ENGINEERING CENTER,MAIN GATE ROUTE#547,LAKEHURST,OCEAN,NJ,8733,2,Currently on the,40.02971,-74.36916,50.53,F,7/22/1987,9/22/2004,,completed
NJ9690510020,FEDERAL AVIATION ADMINISTRATION TECHNICAL C,ROUTES 563 & 575,ATLANTIC COUN,ATLANTIC,NJ,8405,2,Currently on the,39.45833,-74.58333,39.65,F,8/30/1990,10/10/2050,,
NJD000565531,COSDEN CHEMICAL COATINGS CORP.,CHERRY STREET,BEVERLY,BURLINGTON,NJ,8010,2,Currently on the,40.05818,-74.92589,33.86,G,7/22/1987,9/24/2007,,completed
NJD000606442,QUANTA RESOURCES,ONE RIVER RD,EDGEWATER,BERGEN,NJ,7020,2,Currently on the,40.8043,-73.98916,50,G,9/5/2002,10/10/2050,,
NJD000607481,CHEMICAL CONTROL,23 SOUTH FRONT ST,ELIZABETH,UNION,NJ,7202,2,Currently on the,40.6432,-74.1935,47.13,G,9/8/1983,6/30/1994,,completed
NJD001502517,CIBA-GEIGY CORP.,RTE #37,TOMS RIVER,OCEAN,NJ,8753,2,Currently on the,39.9867,-74.2363,50.33,G,9/8/1983,9/26/2012,,completed
NJD002005106,UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),E/S ROUTE 17,EAST RUTHERFO,BERGEN,NJ,7073,2,Currently on the,40.83,-74.08888,54.63,G,9/8/1983,10/10/2050,,
NJD002141190,CPS/MADISON INDUSTRIES,WATERWORKS ROAD,OLD BRIDGE TO,MIDDLESEX,NJ,8857,2,Currently on the,40.43443,-74.32776,69.73,G,9/8/1983,10/10/2050,,
NJD002148799,ORANGE VALLEY REGIONAL GROUND WATER CONTAMI,GIST PLACE (NEAR NORTH DAY STREET),WEST ORANGE/O,ESSEX,NJ,7051,2,Currently on the,40.769825,-74.243479,50,G,9/18/2012,10/10/2050,,
NJD002168748,DAYCO CORP./L.E CARPENTER CO.,170 N MAIN STREET,WHARTON BOROU,MORRIS,NJ,7885,2,Currently on the,40.90333,-74.5775,46.13,G,7/22/1987,10/10/2050,,
NJD002173276,AMERICAN CYANAMID CO,EASTON TURNPIKE,BOUND BROOK,SOMERSET,NJ,8805,2,Currently on the,40.55556,-74.55945,50.28,G,9/8/1983,10/10/2050,,
NJD002175057,STANDARD CHLORINE,1015-35 BELLEVILLE TURNPIKE,KEARNY,HUDSON,NJ,7032,2,Currently on the,40.75,-74.09722,50,G,9/19/2007,10/10/2050,,
NJD002349058,"HERCULES, INC. (GIBBSTOWN PLANT)",NORTH MARKET ST,GIBBSTOWN,GLOUCESTER,NJ,8027,2,Currently on the,39.83888,-75.27778,40.36,G,9/8/1983,10/10/2050,,
NJD002362705,NASCOLITE CORP.,DORIS AVE,MILLVILLE,CUMBERLAND,NJ,8332,2,Currently on the,39.42221,-75.03278,51.13,G,9/21/1984,9/30/2003,,completed
NJD002365930,SHIELDALLOY CORP.,WEST BLVD,NEWFIELD BORO,GLOUCESTER,NJ,8344,2,Currently on the,39.54306,-75.02221,58.75,G,9/21/1984,10/10/2050,,
NJD002385664,"VINELAND CHEMICAL CO., INC.",1611 W WHEAT RD,VINELAND,CUMBERLAND,NJ,8360,2,Currently on the,39.51028,-75.05666,59.16,G,9/21/1984,10/10/2050,,
NJD002493054,"KAUFFMAN & MINTEER, INC.",MONMOUTH ROAD (ROUTE 537),SPRINGFIELD T,BURLINGTON,NJ,8041,2,Currently on the,40.0363,-74.694,28.51,G,3/31/1989,10/10/2050,,
NJD002517472,METALTEC/AEROSYSTEMS,WILDCAT & MAPLE ROADS,FRANKLIN BORO,SUSSEX,NJ,7416,2,Currently on the,41.10971,-74.59971,48.95,G,9/8/1983,6/18/2009,,completed
NJD011717584,"CURCIO SCRAP METAL, INC.",416 LANZA AVE,SADDLE BROOK,BERGEN,NJ,7662,2,Currently on the,40.8907,-74.1035,34.37,G,7/22/1987,9/30/1997,,completed
NJD011770013,MATTEO & SONS INC.,1708 US RT. 130,THOROFARE,GLOUCESTER,NJ,8086,2,Currently on the,39.8547,-75.1683,50,G,9/27/2006,10/10/2050,,
NJD014623854,"MARTIN AARON, INC.",1542 SOUTH BROADWAY,CAMDEN,CAMDEN,NJ,8104,2,Currently on the,39.92611,-75.11916,50,G,7/22/1999,10/10/2050,,
NJD014743678,LIGHTMAN DRUM COMPANY,ROUTE 73,WINSLOW TOWNS,CAMDEN,NJ,8009,2,Currently on the,39.72972,-74.90591,42.03,G,10/22/1999,10/10/2050,,
NJD030253355,A. O. POLYMER,F4 STATION ROAD,SPARTA TOWNSH,SUSSEX,NJ,7871,2,Currently on the,41.04805,-74.63,28.91,G,9/8/1983,5/8/1998,,completed
NJD041743220,SWOPE OIL & CHEMICAL CO.,8281 NATIONAL HWY,PENNSAUKEN TO,CAMDEN,NJ,8110,2,Currently on the,39.9886,-75.0347,35.68,G,9/8/1983,9/4/2015,,completed
NJD041828906,FRIED INDUSTRIES,11 FRESH POND ROAD,EAST BRUNSWIC,MIDDLESEX,NJ,8816,2,Currently on the,40.4424,-74.4412,33.61,G,6/10/1986,9/13/2012,,completed
NJD043584101,"MATLACK, INC.",ROUTE 322 EAST,WOOLWICH TOWN,GLOUCESTER,NJ,8085,2,Currently on the,39.765,-75.30222,45.54,G,5/24/2013,10/10/2050,,
NJD045653854,WITCO CHEMICAL CORP. (OAKLAND PLANT),100 BAUER DR,OAKLAND,BERGEN,NJ,7436,2,Deleted from the,41.00375,-74.24375,,G,10/4/1989,9/28/1992,9/29/1995,completed
NJD046644407,DENZER & SCHAFER X-RAY CO.,HICKORY LANE,BAYVILLE,OCEAN,NJ,8721,2,Deleted from the,39.90916,-74.17083,,G,7/25/1983,9/29/1995,12/29/1998,completed
NJD047321443,"CHEMICAL LEAMAN TANK LINES, INC.",CEDAR SWAMP & COOPER RDS,BRIDGEPORT,GLOUCESTER,NJ,8014,2,Currently on the,39.79833,-75.33278,47.53,G,9/21/1984,10/10/2050,,
NJD047684451,"RADIATION TECHNOLOGY, INC.",108 LAKE DENMARK ROAD,ROCKAWAY TOWN,MORRIS,NJ,7866,2,Currently on the,40.97083,-74.50555,42.56,G,9/21/1984,10/10/2050,,
NJD048044325,LANDFILL & DEVELOPMENT CO.,2023 RTE 38,MOUNT HOLLY,BURLINGTON,NJ,8060,2,Currently on the,39.98056,-74.77083,33.62,G,9/21/1984,9/27/2010,,completed
NJD048798953,CALDWELL TRUCKING CO.,222 PASSAIC AVENUE,FAIRFIELD,ESSEX,NJ,7004,2,Currently on the,40.87638,-74.27138,58.3,G,9/8/1983,10/10/2050,,
NJD049860836,KIN-BUC LANDFILL,MEADOW ROAD,EDISON TOWNSH,MIDDLESEX,NJ,8817,2,Currently on the,40.4891,-74.3785,50.64,G,9/8/1983,9/28/2001,,completed
NJD053102232,HIGGINS DISPOSAL,121 LAUREL AVE,KINGSTON,SOMERSET,NJ,8526,2,Currently on the,40.3875,-74.61528,30.87,G,8/30/1990,6/27/2006,,completed
NJD053280160,GARDEN STATE CLEANERS CO.,"SUMMER ROAD, P.O. BOX 183",MINOTOLA,ATLANTIC,NJ,8341,2,Currently on the,39.51903,-74.94945,28.9,G,3/31/1989,3/18/1999,,completed
NJD053292652,BRIDGEPORT RENTAL & OIL SERVICES,CEDAR SWAMP RD,BRIDGEPORT,GLOUCESTER,NJ,8014,2,Currently on the,39.80166,-75.32166,60.73,G,9/8/1983,10/10/2050,,
NJD054981337,"WALDICK AEROSPACE DEVICES, INC.",2121 ROUTE 35,WALL TOWNSHIP,MONMOUTH,NJ,7719,2,Currently on the,40.143,-74.0613,44.86,G,6/10/1986,9/30/2008,,completed
NJD057143984,"CURTIS SPECIALTY PAPERS, INC",404 FRENCHTOWN ROAD,MILFORD,HUNTERDON,NJ,8848,2,Currently on the,40.560128,-75.08,50,G,9/23/2009,10/10/2050,,
NJD061843249,NL INDUSTRIES,PENNS GROVE-PEDRICKTOWN ROAD,PEDRICKTOWN (,SALEM,NJ,8067,2,Currently on the,39.75806,-75.42471,52.96,G,9/8/1983,10/10/2050,,
NJD063157150,BOG CREEK FARM,SQUANRUM RD. (MONMOUTH CO. RT. 547),HOWELL TOWNSH,MONMOUTH,NJ,7727,2,Currently on the,40.15083,-74.16111,43.23,G,9/8/1983,6/30/1994,,completed
NJD063160667,GLOBAL SANITARY LANDFILL,ERNSTON ROAD,OLD BRIDGE TO,MIDDLESEX,NJ,8857,2,Currently on the,40.44638,-74.28611,45.92,G,3/31/1989,1/16/2014,,completed
NJD064263817,SYNCON RESINS,77 JACOBUS AVE,SOUTH KEARNY,HUDSON,NJ,7032,2,Currently on the,40.73778,-74.11471,43.43,G,9/8/1983,10/10/2050,,
NJD070281175,PRICE LANDFILL,MILL ROAD,PLEASANTVILLE,ATLANTIC,NJ,8232,2,Currently on the,39.41528,-74.52695,,G,9/8/1983,10/10/2050,,
NJD070415005,"RENORA, INC.",83 SOUTH MAIN ST,EDISON TOWNSH,MIDDLESEX,NJ,8837,2,Deleted from the,40.51962,-74.35888,,G,7/20/1983,9/30/1996,3/20/2000,completed
NJD070565403,TAPUTIMU FARM,216 PATERSON PLANK RD,CARLSTADT,BERGEN,NJ,7072,2,Currently on the,40.82454,-74.07432,55.97,G,9/8/1983,10/10/2050,,
NJD073732257,ROEBLING STEEL CO.,2ND STREET,FLORENCE,BURLINGTON,NJ,8554,2,Currently on the,40.12083,-74.77083,41.02,G,9/8/1983,10/10/2050,,
NJD078251675,BROOK INDUSTRIAL PARK,100 WEST MAIN STREET,BOUND BROOK,SOMERSET,NJ,8805,2,Currently on the,40.56013,-74.53611,58.12,G,10/4/1989,9/29/2006,,completed
NJD079303020,LCP CHEMICALS INC.,FOOT OF SOUTH WOOD AVENUE,LINDEN,UNION,NJ,7036,2,Currently on the,40.6075,-74.21027,50,G,7/28/1998,10/10/2050,,
NJD085632164,M&T DELISA LANDFILL,RTS 35 & 66,ASBURY PARK,MONMOUTH,NJ,7755,2,Deleted from the,40.22916,-74.04528,,G,7/28/1983,9/20/1990,3/21/1991,completed
NJD092226000,DIAMOND HEAD OIL REFINERY DIV.,1401 HARRISON TURNPIKE,KEARNY,HUDSON,NJ,7032,2,Currently on the,40.74722,-74.13219,30,G,9/5/2002,10/10/2050,,
NJD094966611,COMBE FILL SOUTH LANDFILL,PARKER ROAD- BOX 418,CHESTER TOWNS,MORRIS,NJ,7930,2,Currently on the,40.77166,-74.73833,45.22,G,9/8/1983,10/10/2050,,
NJD097400998,JIS LANDFILL,901-999 CRANBURY SOUTH RIVER ROAD,SOUTH BRUNSWI,MIDDLESEX,NJ,8831,2,Currently on the,40.36583,-74.46528,45.14,G,9/8/1983,9/29/2009,,completed
NJD980417976,SHERWIN-WILLIAMS/HILLIARDS CREEK,FOSTER AVENUE AND GIBBSBORO ROAD,Gibbsboro,CAMDEN,NJ,8026,2,Currently on the,39.835525,-74.964969,50,G,3/19/2008,10/10/2050,,
NJD980484653,CHEMICAL INSECTICIDE CORP.,30 WHITMAN AV,EDISON TOWNSH,MIDDLESEX,NJ,8817,2,Currently on the,40.5274,-74.368,37.93,G,8/30/1990,9/16/2005,,completed
NJD980504997,BURNT FLY BOG,TYLERS LANE,MARLBORO TOWN,MONMOUTH,NJ,7746,2,Currently on the,40.375,-74.27916,59.16,G,9/8/1983,9/21/2004,,completed
NJD980505176,BRICK TOWNSHIP LANDFILL,SALLY IKE ROAD,BRICK TOWNSHI,OCEAN,NJ,8723,2,Currently on the,40.1098,-74.1311,58.13,G,9/8/1983,7/14/2014,,completed
NJD980505192,ROLLING KNOLLS LF,35 BRITTIN RD,GREEN VILLAGE,MORRIS,NJ,7935,2,Currently on the,40.72952,-74.44786,58.31,G,9/29/2003,10/10/2050,,
NJD980505283,JACKSON TOWNSHIP LANDFILL,LAKEHURST AVENUE,JACKSON TOWNS,OCEAN,NJ,8527,2,Deleted from the,40.06333,-74.34861,,G,7/29/1983,9/27/1994,9/13/1995,completed
NJD980505341,KING OF PRUSSIA,PINEY HOLLOW ROAD,WINSLOW TOWNS,CAMDEN,NJ,8095,2,Currently on the,39.62695,-74.88943,47.19,G,9/8/1983,9/29/1995,,completed
NJD980505366,HELEN KRAMER LANDFILL,JESSUP MILL ROAD,MANTUA TOWNSH,GLOUCESTER,NJ,8051,2,Currently on the,39.7801,-75.2003,72.66,G,9/8/1983,6/30/1993,,completed
NJD980505382,LANG PROPERTY,WHITESBOG-PASADENA ROAD,PEMBERTON TOW,BURLINGTON,NJ,8015,2,Currently on the,39.92916,-74.49445,48.89,G,9/8/1983,9/13/1995,,completed
NJD980505416,LIPARI LANDFILL,RT 322,PITMAN,GLOUCESTER,NJ,8071,2,Currently on the,39.72028,-75.14193,75.6,G,9/8/1983,10/10/2050,,
NJD980505424,LONE PINE LANDFILL,BURKE ROAD,FREEHOLD TOWN,MONMOUTH,NJ,7728,2,Currently on the,40.20278,-74.33333,66.33,G,9/8/1983,9/22/1994,,completed
NJD980505648,PJP LANDFILL,400 SIP AVE,JERSEY CITY,HUDSON,NJ,7306,2,Currently on the,40.73471,-74.08556,28.73,G,9/8/1983,10/10/2050,,
NJD980505671,MONROE TOWNSHIP LANDFILL,MATCHAPONIX AVE. BLOCK 148 LOT B7,MONROE TOWNSH,MIDDLESEX,NJ,8520,2,Deleted from the,40.36166,-74.40138,,G,7/21/1983,4/23/1993,2/3/1994,completed
NJD980505754,SAYREVILLE LANDFILL,JERNEES MILL RD,SAYREVILLE,MIDDLESEX,NJ,8872,2,Deleted from the,40.44556,-74.35833,,G,7/23/1983,9/28/1998,9/29/2011,completed
NJD980505762,SHARKEY LANDFILL,EDWARDS & SHARKEY ROAD,"PARSIPPANY, T",MORRIS,NJ,7054,2,Currently on the,40.8501,-74.3454,48.85,G,9/8/1983,3/9/2004,,completed
NJD980505879,WOODLAND ROUTE 72 DUMP,"RTE 72, ON SOOEY ROAD",WOODLAND TOWN,BURLINGTON,NJ,8019,2,Currently on the,39.82166,-74.44778,31.17,G,9/21/1984,8/13/2004,,completed
NJD980505887,WOODLAND ROUTE 532 DUMP,ROUTE 532,WOODLAND TOWN,BURLINGTON,NJ,8019,2,Currently on the,39.82916,-74.49223,34.98,G,9/21/1984,12/31/2003,,completed
NJD980528889,"CHEMSOL, INC.",FLEMING ST,PISCATAWAY,MIDDLESEX,NJ,8854,2,Currently on the,40.5625,-74.44333,42.69,G,9/8/1983,10/10/2050,,
NJD980528996,DIAMOND ALKALI CO.,80 LISTER AVE,NEWARK,ESSEX,NJ,7105,2,Currently on the,40.73971,-74.13611,35.4,G,9/21/1984,10/10/2050,,
NJD980529002,DELILAH ROAD,DELILAH & MILL ROADS,EGG HARBOR TO,ATLANTIC,NJ,8221,2,Deleted from the,39.41666,-74.54583,,G,6/14/1984,8/29/2002,10/13/2009,completed
NJD980529085,ELLIS PROPERTY,SHARP ROAD,EVESHAM TOWNS,BURLINGTON,NJ,8053,2,Currently on the,39.905,-74.86471,34.62,G,9/8/1983,9/27/2000,,completed
NJD980529143,"FLORENCE LAND RECONTOURING, INC., LANDFILL",CEDAR LANE EXT,FLORENCE TOWN,BURLINGTON,NJ,8518,2,Deleted from the,40.06943,-74.77361,,G,6/9/1984,9/25/1998,5/13/2004,completed
NJD980529192,GEMS LANDFILL,ERIAL & HICKSTOWN ROADS,GLOUCESTER TO,CAMDEN,NJ,8012,2,Currently on the,39.77945,-75.01888,68.53,G,9/8/1983,9/30/1999,,completed
NJD980529408,"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",AIRPORT ROAD,WALL TOWNSHIP,MONMOUTH,NJ,7727,2,Currently on the,40.18528,-74.11971,41.93,G,6/10/1986,9/26/2011,,completed
NJD980529416,D'IMPERIO PROPERTY,RTE 322,HAMILTON TOWN,ATLANTIC,NJ,8330,2,Currently on the,39.45443,-74.65888,55.79,G,9/8/1983,9/22/2004,,completed
NJD980529598,PEPE FIELD,WOOTTON & HILLSIDE,BOONTON,MORRIS,NJ,7005,2,Deleted from the,40.91221,-74.41193,,G,7/8/1983,9/6/2000,7/11/2003,completed
NJD980529713,REICH FARMS,LAKEWOOD RD,PLEASANT PLAI,OCEAN,NJ,8753,2,Currently on the,40.0106,-74.2149,53.48,G,9/8/1983,9/22/1998,,completed
NJD980529739,RINGWOOD MINES/LANDFILL,PETERS MINE ROAD,RINGWOOD BORO,PASSAIC,NJ,7456,2,Currently on the,41.13666,-74.2725,52.58,G,9/8/1983,9/15/1993,,completed
NJD980529762,MAYWOOD CHEMICAL CO.,RTE 17 & GROVE ST,MAYWOOD/ROCHE,BERGEN,NJ,7607,2,Currently on the,40.8964,-74.0693,51.19,G,9/8/1983,10/10/2050,,
NJD980529838,KRYSOWATY FARM,HACKENBERRY & 3 BRIDGES,HILLSBOROUGH,SOMERSET,NJ,8853,2,Deleted from the,40.50028,-74.78,,G,9/8/1983,2/22/1989,2/22/1989,completed
NJD980529879,VENTRON/VELSICOL,ETHYL BOULEVARD,WOOD RIDGE BO,BERGEN,NJ,7075,2,Currently on the,40.84,-74.07943,51.38,G,9/21/1984,10/10/2050,,
NJD980529887,VINELAND STATE SCHOOL,EAST LANDIS AVE,VINELAND,CUMBERLAND,NJ,8360,2,Deleted from the,39.48611,-74.99166,,G,7/14/1983,9/2/1992,5/7/1998,completed
NJD980529945,WILLIAMS PROPERTY,"RR 1, SIEGTOWN ROAD",SWAINTON MIDD,CAPE MAY,NJ,8210,2,Currently on the,39.1173,-74.8004,40.45,G,9/8/1983,9/15/1995,,completed
NJD980530109,GOOSE FARM,RT. 539 BETWEEN RTS 537 & 528,PLUMSTEAD TOW,OCEAN,NJ,8533,2,Currently on the,40.09555,-74.4975,47.71,G,9/8/1983,6/30/1993,,completed
NJD980530596,COMBE FILL NORTH LANDFILL,GOLDMINE ROAD,MOUNT OLIVE T,MORRIS,NJ,7828,2,Deleted from the,40.88193,-74.71333,,G,7/8/1983,3/31/1993,6/2/2004,completed
NJD980530679,SOUTH BRUNSWICK LANDFILL,NEW ROAD,SOUTH BRUNSWI,MIDDLESEX,NJ,8852,2,Deleted from the,40.40278,-74.56805,,G,7/19/1983,10/21/1993,2/27/1998,completed
NJD980532808,PIJAK FARM,FISCHER ROAD,PLUMSTEAD TOW,OCEAN,NJ,8533,2,Deleted from the,40.07555,-74.49943,,G,9/14/1982,2/28/1996,3/3/1997,completed
NJD980532816,SPENCE FARM,ROUTE 528 & MOOREHOUSE ROAD,PLUMSTEAD TOW,OCEAN,NJ,8533,2,Deleted from the,40.0789,-74.5061,,G,8/26/1983,2/28/1996,3/3/1997,completed
NJD980532824,WILSON FARM,HAWKINS ROAD,PLUMSTEAD TOW,OCEAN/MONMOUTH,NJ,8533,2,Deleted from the,40.07221,-74.44526,,G,6/13/1984,8/2/1993,9/8/2009,completed
NJD980532832,FRIEDMAN PROPERTY,INTERSECTION OF RTS 537 & 539,UPPER FREEHOL,MONMOUTH,NJ,8514,2,Deleted from the,40.1048,-74.5077,,G,9/21/1984,4/30/1985,3/7/1986,completed
NJD980532840,HOPKINS FARM,ROUTE 539,PLUMSTEAD TOW,OCEAN,NJ,8533,2,Deleted from the,40.08888,-74.4875,,G,6/18/1984,9/27/1996,8/27/2002,completed
NJD980654099,"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",ORCHARD RD,MORGANVILLE,MONMOUTH,NJ,7751,2,Currently on the,40.38388,-74.24583,33.87,G,9/8/1983,10/10/2050,,
NJD980654107,FAIR LAWN WELL FIELD,IND PARK/HENDERSON BLVD 11 ST,FAIR LAWN,BERGEN,NJ,7410,2,Currently on the,40.9375,-74.13193,42.49,G,9/8/1983,10/10/2050,,
NJD980654115,ROCKAWAY BOROUGH WELL FIELD,"JACKSON,UNION & GARDEN STS",ROCKAWAY TOWN,MORRIS,NJ,7866,2,Currently on the,40.90583,-74.51556,42.34,G,9/8/1983,4/13/2015,,completed
NJD980654123,BEACHWOOD/BERKLEY WELLS,ATLANTIC CITY BLVD,BERKELEY TOWN,OCEAN,NJ,8722,2,Deleted from the,39.92471,-74.19666,,G,7/21/1983,5/3/1991,1/6/1992,completed
NJD980654131,DOVER MUNICIPAL WELL 4,272 ROUTE46,DOVER,MORRIS,NJ,7801,2,Currently on the,40.8858,-74.5423,28.9,G,9/8/1983,9/24/2010,,completed
NJD980654149,ASBESTOS DUMP,TIFA SQUARE,MILLINGTON,MORRIS,NJ,7946,2,Deleted from the,40.6725,-74.52556,,G,7/18/1983,6/30/2000,7/12/2010,completed
NJD980654156,ROCKY HILL MUNICIPAL WELL,WASHINGTON STREET,ROCKY HILL BO,SOMERSET,NJ,8553,2,Currently on the,40.40166,-74.6475,37.93,G,9/8/1983,8/24/2005,,completed
NJD980654164,MONTGOMERY TOWNSHIP HOUSING DEVELOPMENT,"ROBIN DRIVE, ROUTE 206, SYCAMORE LANE",MONTGOMERY TO,SOMERSET,NJ,8558,2,Currently on the,40.40833,-74.64416,37.93,G,9/8/1983,8/24/2005,,completed
NJD980654172,U.S. RADIUM CORP.,ALDEN & HIGH STS AND OTHER ADDRESSES,ORANGE,ESSEX,NJ,7050,2,Currently on the,40.78138,-74.22861,37.79,G,9/8/1983,9/28/2006,,completed
NJD980654180,MANNHEIM AVENUE DUMP,MANNHEIM AVENUE,GALLOWAY TOWN,ATLANTIC,NJ,8213,2,Deleted from the,39.53888,-74.53333,,G,7/16/1983,9/22/1994,8/27/2007,completed
NJD980654198,MYERS PROPERTY,LOWER KINGTOWN ROAD,FRANKLIN TOWN,HUNTERDON,NJ,8822,2,Currently on the,40.595,-74.9404,33.83,G,9/8/1983,9/28/2005,,completed
NJD980654214,ROCKAWAY TOWNSHIP WELLS,GREEN POND ROAD,ROCKAWAY TOWN,MORRIS,NJ,7866,2,Currently on the,40.91333,-74.49916,28.9,G,9/8/1983,9/21/2005,,completed
NJD980654222,EVOR PHILLIPS LEASING,OLD WATER WORKS ROAD,OLD BRIDGE TO,MIDDLESEX,NJ,8857,2,Currently on the,40.4375,-74.325,36.64,G,9/8/1983,10/10/2050,,
NJD980663678,HORSESHOE ROAD,,SAYREVILLE,MIDDLESEX,NJ,8872,2,Currently on the,40.48472,-74.31944,51.37,G,9/29/1995,10/10/2050,,
NJD980755623,WHITE CHEMICAL CORP.,660 FRELINGHUYSEN AVE,NEWARK,ESSEX,NJ,7114,2,Currently on the,40.69848,-74.19824,,G,9/25/1991,10/10/2050,,
NJD980761357,TABERNACLE DRUM DUMP,"RD3, CARRANZA ROAD",TABERNACLE TO,BURLINGTON,NJ,8088,2,Deleted from the,39.82,-74.70083,,G,2/17/1984,8/5/1993,5/8/2008,completed
NJD980761365,EWAN PROPERTY,WALLINGFORD WAY,SHAMONG TOWNS,BURLINGTON,NJ,8088,2,Currently on the,39.80278,-74.71943,50.19,G,9/21/1984,9/27/1999,,completed
NJD980761373,DE REWAL CHEMICAL CO.,DELAWARE RIVER DR,KINGWOOD TOWN,HUNTERDON,NJ,8825,2,Currently on the,40.5162,-75.0614,35.72,G,9/21/1984,9/16/2003,,completed
NJD980761381,COOPER ROAD,COOPER ROAD,VOORHEES TOWN,CAMDEN,NJ,8043,2,Deleted from the,39.8478,-74.9455,,G,9/21/1984,9/30/1987,2/22/1989,completed
NJD980761399,UPPER DEERFIELD TOWNSHIP SANITARY LANDFILL,HUSTED STATION RD,UPPER DEERFIE,CUMBERLAND,NJ,8302,2,Deleted from the,39.49416,-75.18471,,G,6/17/1984,9/27/1993,6/9/2000,completed
NJD980766828,SOUTH JERSEY CLOTHING CO.,1 CENTRAL AVE,MINOTOLA,ATLANTIC,NJ,8341,2,Currently on the,39.5206,-74.9491,42.24,G,10/4/1989,3/18/1999,,completed
NJD980769301,LODI MUNICIPAL WELL,VARIOUS LOC IN BORO,LODI,BERGEN,NJ,7644,2,Deleted from the,40.87291,-74.09361,,G,1/1/1986,9/27/1993,12/29/1998,completed
NJD980769350,POMONA OAKS RESIDENTIAL WELLS,ROUTES 575 & 30,GALLOWAY TOWN,ATLANTIC,NJ,8240,2,Deleted from the,39.47778,-74.56943,,G,6/10/1986,9/17/1992,5/7/1998,completed
NJD980772727,EMMELL'S SEPTIC LANDFILL,128 ZURICH AVE,GALLOWAY TOWN,ATLANTIC,NJ,8215,2,Currently on the,39.50069,-74.54361,50,G,7/22/1999,10/10/2050,,
NJD980785638,CINNAMINSON TOWNSHIP (BLOCK 702) GROUND WAT,1017 UNION LANDING ROAD,CINNAMINSON T,BURLINGTON,NJ,8077,2,Currently on the,40.0175,-74.9862,37.93,G,6/10/1986,10/10/2050,,
NJD980785646,GLEN RIDGE RADIUM SITE,CARTERET ST,GLEN RIDGE,ESSEX,NJ,7028,2,Deleted from the,40.78818,-74.2125,,G,2/14/1985,9/15/2005,9/2/2009,completed
NJD980785653,MONTCLAIR/WEST ORANGE RADIUM SITE,N/A,MONTCLAIR/WES,ESSEX,NJ,7044,2,Deleted from the,40.7929,-74.2257,,G,2/14/1985,9/15/2005,9/2/2009,completed
NJD981084767,PUCHACK WELL FIELD,WEST OF US 130; SOUTH OF STATE HWY 90,PENNSAUKEN TO,CAMDEN,NJ,8110,2,Currently on the,39.97666,-75.05194,50,G,3/6/1998,10/10/2050,,
NJD981178411,INDUSTRIAL LATEX CORP.,350 MT. PLEASANT AVENUE,WALLINGTON BO,BERGEN,NJ,7057,2,Deleted from the,40.8536,-74.0991,,G,1/31/1989,9/27/2001,4/21/2003,completed
NJD981179047,POHATCONG VALLEY GROUND WATER CONTAMINATION,ROUTE 643 TO ROUTE 31,WARREN COUNTY,WARREN,NJ,7882,2,Currently on the,40.75,-75,28.9,G,3/31/1989,10/10/2050,,
